game,draw_id,prize_code,prize_name,amount_vnd,winner_count,jackpot_vnd
mega645,00088,jackpot,Jackpot,,1,31054352000
mega645,00088,giai-nhat,Giải Nhất,10000000,122,
mega645,00088,giai-nhi,Giải Nhì,300000,4354,
mega645,00088,giai-ba,Giải Ba,30000,65488,
mega645,00089,jackpot,Jackpot,,0,16293746000
mega645,00089,giai-nhat,Giải Nhất,10000000,74,
mega645,00089,giai-nhi,Giải Nhì,300000,3384,
mega645,00089,giai-ba,Giải Ba,30000,53287,
mega645,00090,jackpot,Jackpot,,0,22068008000
mega645,00090,giai-nhat,Giải Nhất,10000000,81,
mega645,00090,giai-nhi,Giải Nhì,300000,4306,
mega645,00090,giai-ba,Giải Ba,30000,64569,
mega645,00091,jackpot,Jackpot,,0,30113481000
mega645,00091,giai-nhat,Giải Nhất,10000000,86,
mega645,00091,giai-nhi,Giải Nhì,300000,4144,
mega645,00091,giai-ba,Giải Ba,30000,62854,
mega645,00092,jackpot,Jackpot,,1,41655369000
mega645,00092,giai-nhat,Giải Nhất,10000000,81,
mega645,00092,giai-nhi,Giải Nhì,300000,3669,
mega645,00092,giai-ba,Giải Ba,30000,62482,
mega645,00093,jackpot,Jackpot,,0,17094590500
mega645,00093,giai-nhat,Giải Nhất,10000000,52,
mega645,00093,giai-nhi,Giải Nhì,300000,3267,
mega645,00093,giai-ba,Giải Ba,30000,52020,
mega645,00094,jackpot,Jackpot,,0,22067968000
mega645,00094,giai-nhat,Giải Nhất,10000000,44,
mega645,00094,giai-nhi,Giải Nhì,300000,2933,
mega645,00094,giai-ba,Giải Ba,30000,49304,
mega645,00095,jackpot,Jackpot,,0,28881350000
mega645,00095,giai-nhat,Giải Nhất,10000000,71,
mega645,00095,giai-nhi,Giải Nhì,300000,3839,
mega645,00095,giai-ba,Giải Ba,30000,59545,
mega645,00096,jackpot,Jackpot,,1,41241151500
mega645,00096,giai-nhat,Giải Nhất,10000000,71,
mega645,00096,giai-nhi,Giải Nhì,300000,3348,
mega645,00096,giai-ba,Giải Ba,30000,58591,
mega645,00097,jackpot,Jackpot,,0,15908249000
mega645,00097,giai-nhat,Giải Nhất,10000000,56,
mega645,00097,giai-nhi,Giải Nhì,300000,2380,
mega645,00097,giai-ba,Giải Ba,30000,39367,
mega645,00098,jackpot,Jackpot,,2,20208845500
mega645,00098,giai-nhat,Giải Nhất,10000000,55,
mega645,00098,giai-nhi,Giải Nhì,300000,2695,
mega645,00098,giai-ba,Giải Ba,30000,44111,
mega645,00099,jackpot,Jackpot,,0,16235308500
mega645,00099,giai-nhat,Giải Nhất,10000000,67,
mega645,00099,giai-nhi,Giải Nhì,300000,2614,
mega645,00099,giai-ba,Giải Ba,30000,45495,
mega645,00100,jackpot,Jackpot,,0,20691602500
mega645,00100,giai-nhat,Giải Nhất,10000000,43,
mega645,00100,giai-nhi,Giải Nhì,300000,2323,
mega645,00100,giai-ba,Giải Ba,30000,40260,
mega645,00101,jackpot,Jackpot,,0,25751732000
mega645,00101,giai-nhat,Giải Nhất,10000000,52,
mega645,00101,giai-nhi,Giải Nhì,300000,2581,
mega645,00101,giai-ba,Giải Ba,30000,45027,
mega645,00102,jackpot,Jackpot,,0,32528800000
mega645,00102,giai-nhat,Giải Nhất,10000000,74,
mega645,00102,giai-nhi,Giải Nhì,300000,3105,
mega645,00102,giai-ba,Giải Ba,30000,54469,
mega645,00103,jackpot,Jackpot,,1,43029075000
mega645,00103,giai-nhat,Giải Nhất,10000000,56,
mega645,00103,giai-nhi,Giải Nhì,300000,3008,
mega645,00103,giai-ba,Giải Ba,30000,53995,
mega645,00104,jackpot,Jackpot,,0,15514249500
mega645,00104,giai-nhat,Giải Nhất,10000000,43,
mega645,00104,giai-nhi,Giải Nhì,300000,2168,
mega645,00104,giai-ba,Giải Ba,30000,36379,
mega645,00105,jackpot,Jackpot,,0,20053374000
mega645,00105,giai-nhat,Giải Nhất,10000000,48,
mega645,00105,giai-nhi,Giải Nhì,300000,2734,
mega645,00105,giai-ba,Giải Ba,30000,45501,
mega645,00106,jackpot,Jackpot,,1,24369075000
mega645,00106,giai-nhat,Giải Nhất,10000000,56,
mega645,00106,giai-nhi,Giải Nhì,300000,2182,
mega645,00106,giai-ba,Giải Ba,30000,38591,
mega645,00107,jackpot,Jackpot,,0,14932069000
mega645,00107,giai-nhat,Giải Nhất,10000000,48,
mega645,00107,giai-nhi,Giải Nhì,300000,2467,
mega645,00107,giai-ba,Giải Ba,30000,39046,
mega645,00108,jackpot,Jackpot,,0,18913358000
mega645,00108,giai-nhat,Giải Nhất,10000000,41,
mega645,00108,giai-nhi,Giải Nhì,300000,2931,
mega645,00108,giai-ba,Giải Ba,30000,45338,
mega645,00109,jackpot,Jackpot,,0,22599497500
mega645,00109,giai-nhat,Giải Nhất,10000000,62,
mega645,00109,giai-nhi,Giải Nhì,300000,2550,
mega645,00109,giai-ba,Giải Ba,30000,38437,
mega645,00110,jackpot,Jackpot,,1,27757861500
mega645,00110,giai-nhat,Giải Nhất,10000000,76,
mega645,00110,giai-nhi,Giải Nhì,300000,3468,
mega645,00110,giai-ba,Giải Ba,30000,53130,
mega645,00111,jackpot,Jackpot,,0,15738450500
mega645,00111,giai-nhat,Giải Nhất,10000000,27,
mega645,00111,giai-nhi,Giải Nhì,300000,1967,
mega645,00111,giai-ba,Giải Ba,30000,33816,
mega645,00112,jackpot,Jackpot,,0,19215805000
mega645,00112,giai-nhat,Giải Nhất,10000000,27,
mega645,00112,giai-nhi,Giải Nhì,300000,1994,
mega645,00112,giai-ba,Giải Ba,30000,33306,
mega645,00113,jackpot,Jackpot,,1,23260825500
mega645,00113,giai-nhat,Giải Nhất,10000000,33,
mega645,00113,giai-nhi,Giải Nhì,300000,2404,
mega645,00113,giai-ba,Giải Ba,30000,42322,
mega645,00114,jackpot,Jackpot,,0,15061131500
mega645,00114,giai-nhat,Giải Nhất,10000000,49,
mega645,00114,giai-nhi,Giải Nhì,300000,1927,
mega645,00114,giai-ba,Giải Ba,30000,34385,
mega645,00115,jackpot,Jackpot,,0,18396351500
mega645,00115,giai-nhat,Giải Nhất,10000000,32,
mega645,00115,giai-nhi,Giải Nhì,300000,1755,
mega645,00115,giai-ba,Giải Ba,30000,31477,
mega645,00116,jackpot,Jackpot,,2,21551860500
mega645,00116,giai-nhat,Giải Nhất,10000000,70,
mega645,00116,giai-nhi,Giải Nhì,300000,2555,
mega645,00116,giai-ba,Giải Ba,30000,38962,
mega645,00117,jackpot,Jackpot,,0,15289489000
mega645,00117,giai-nhat,Giải Nhất,10000000,23,
mega645,00117,giai-nhi,Giải Nhì,300000,1558,
mega645,00117,giai-ba,Giải Ba,30000,27221,
mega645,00118,jackpot,Jackpot,,0,18574303000
mega645,00118,giai-nhat,Giải Nhất,10000000,18,
mega645,00118,giai-nhi,Giải Nhì,300000,1756,
mega645,00118,giai-ba,Giải Ba,30000,31176,
mega645,00119,jackpot,Jackpot,,0,22460863000
mega645,00119,giai-nhat,Giải Nhất,10000000,38,
mega645,00119,giai-nhi,Giải Nhì,300000,2212,
mega645,00119,giai-ba,Giải Ba,30000,36734,
mega645,00120,jackpot,Jackpot,,0,27142731500
mega645,00120,giai-nhat,Giải Nhất,10000000,48,
mega645,00120,giai-nhi,Giải Nhì,300000,2522,
mega645,00120,giai-ba,Giải Ba,30000,43316,
mega645,00121,jackpot,Jackpot,,0,30392235000
mega645,00121,giai-nhat,Giải Nhất,10000000,123,
mega645,00121,giai-nhi,Giải Nhì,300000,4317,
mega645,00121,giai-ba,Giải Ba,30000,60073,
mega645,00122,jackpot,Jackpot,,1,37930392500
mega645,00122,giai-nhat,Giải Nhất,10000000,117,
mega645,00122,giai-nhi,Giải Nhì,300000,4183,
mega645,00122,giai-ba,Giải Ba,30000,56100,
mega645,00123,jackpot,Jackpot,,0,14671443000
mega645,00123,giai-nhat,Giải Nhất,10000000,41,
mega645,00123,giai-nhi,Giải Nhì,300000,1699,
mega645,00123,giai-ba,Giải Ba,30000,28842,
mega645,00124,jackpot,Jackpot,,0,17450444500
